ID,Tipo,Color,Material,Agregado,Cantidad,Precio Unitario,Precio Total,Fecha
318,Estante para farmacia,Negro,Metal,Con puertas,6,3500,21000,2024-01-17
319,Casillero de 9 puertas,Gris,Melamina,Sin espejo,9,1850,16650,2024-01-10
320,Casillero de 9 puertas,Blanco,Metal,Sin espejo,6,1850,11100,2024-03-26
321,Casillero de 12 puertas,Azul,Metal,Con chapa,7,2200,15400,2024-05-28
322,Estante para farmacia de dos cuerpos,Gris,Metal,Con puertas,4,3550,14200,2024-03-31
323,Casillero de 12 puertas,Gris,Metal,Con chapa,8,2200,17600,2024-03-01
324,Estante para farmacia,Azul,Metal,Sin puertas,7,3500,24500,2024-03-16
325,Silla mesedora,Negro,Metal,Acolchonada,6,500,3000,2024-03-15
326,Estante de puertas corredizas,Rojo,Melamina,De pie,9,1750,15750,2024-02-27
327,Silla de espera,Azul,Metal,No acolchonada,8,950,7600,2024-02-01
328,Casillero de 1 cuerpo y 1 puerta,Rojo,Metal,Con chapa,8,900,7200,2024-02-09
329,Casillero de 6 puertas,Negro,Metal,Con chapa,10,1750,17500,2024-02-07
330,Casillero de 2 puertas,Gris,Melamina,Con espejo,10,980,9800,2024-03-08
331,Casillero de 2 puertas,Blanco,Metal,Sin espejo,7,980,6860,2024-04-17
332,Casillero de cuatro puertas,Azul,Metal,Con espejo,10,1550,15500,2024-03-31
333,Pedestal porta sueros,Negro,Metal,Sin agregado,3,410,1230,2024-03-16
334,Estanteria tipo vitrin,Rojo,Melamina,De pared,10,650,6500,2024-01-26
335,Estante para farmacia,Azul,Metal,Con puertas,6,3500,21000,2024-02-28
336,Gabetero de 5 cajas,Rojo,Metal,De oficina,10,1600,16000,2024-05-04
337,Camillas para masajes,Gris,Metal,Sin barillas,1,1250,1250,2024-04-12
338,Gabetero de 4 cajas,Gris,Melamina,De oficina,8,1380,11040,2024-05-12
339,Casillero de 9 puertas,Negro,Metal,Con espejo,9,1850,16650,2024-05-17
340,Casillero de 15 puertas,Rojo,Metal,Sin espejo,8,2290,18320,2024-02-27
341,Lámpara de cuello ganzo,Azul,Melamina,Sin agregado,2,550,1100,2024-04-30
342,Casillero de 15 puertas,Negro,Melamina,Sin chapa,3,2290,6870,2024-05-29
343,Gabetero de 4 cajas,Gris,Melamina,De hogar,6,1380,8280,2024-03-11
344,Gabetero de 2 cajas sin chapa,Gris,Metal,Sin cerradura,10,830,8300,2024-04-21
345,Silla de peluquería,Azul,Metal,Sin brazos,8,210,1680,2024-05-05
346,Gabetero de 3 cajas,Blanco,Melamina,Sin cerradura,8,1250,10000,2024-02-25
347,Silla estática con brazo,Rojo,Metal,No acolchonada,9,320,2880,2024-03-12
348,Casillero de 1 cuerpo y 4 puertas,Azul,Metal,Con chapa,9,980,8820,2024-02-22
349,Estanteria tipo vitrin,Negro,Melamina,De pie,2,650,1300,2024-04-19
350,Casillero de 9 puertas,Azul,Metal,Sin espejo,6,1850,11100,2024-01-27
351,Gabetero de 5 cajas,Blanco,Melamina,De oficina,1,1600,1600,2024-05-25
352,Estante para farmacia,Azul,Melamina,Sin puertas,6,3500,21000,2024-05-24
353,Gabetero de 4 cajas,Rojo,Metal,Sin cerradura,9,1380,12420,2024-05-26
354,Silla giratoria,Gris,Melamina,Acolchonada,9,990,8910,2024-02-29
355,Horno hogareño,Rojo,Metal,Con ventilador,2,1250,2500,2024-02-16
356,Casillero de 9 puertas,Blanco,Melamina,Sin espejo,10,1850,18500,2024-04-02
357,Horno domestico,Negro,Metal,Eléctrico,3,1350,4050,2024-05-16
358,Casillero de 20 puertas,Blanco,Metal,Con chapa,9,2800,25200,2024-05-10
359,Silla estática con brazo,Gris,Metal,Con brazos,10,320,3200,2024-01-15
360,Casillero de 12 puertas,Gris,Metal,Sin espejo,6,2200,13200,2024-02-29
361,Estante para farmacia de dos cuerpos,Azul,Metal,Con puertas,10,3550,35500,2024-02-18
362,Silla giratoria,Rojo,Melamina,Con brazos,8,990,7920,2024-02-25
363,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,Sin cerradura,7,980,6860,2024-04-27
364,Casillero de 12 puertas,Rojo,Melamina,Sin chapa,6,2200,13200,2024-01-27
365,Gabetero de 2 cajas sin chapa,Rojo,Metal,De hogar,8,830,6640,2024-02-08
366,Casillero de cuatro puertas,Azul,Melamina,Sin chapa,8,1550,12400,2024-02-11
367,Silla de peluquería,Gris,Metal,Con brazos,2,210,420,2024-02-03
368,Casillero de 1 cuerpo y tres puertas,Negro,Metal,Sin espejo,7,950,6650,2024-01-13
369,Camillas para masajes,Azul,Metal,Con barillas,2,1250,2500,2024-03-10
370,Casillero de 2 puertas,Blanco,Metal,Con espejo,7,980,6860,2024-01-24
371,Estante Archivador,Gris,Melamina,Con puertas,7,1250,8750,2024-01-20
372,Casillero de 2 puertas,Rojo,Metal,Con espejo,8,980,7840,2024-02-25
373,Archivero,Blanco,Metal,Sin agregado,2,1800,3600,2024-01-22
374,Estante para farmacia,Blanco,Metal,De pared,7,3500,24500,2024-02-05
375,Gabetero con chapa independiente,Gris,Metal,Sin cerradura,8,1750,14000,2024-01-27
376,Horno domestico,Azul,Melamina,Con ventilador,3,1350,4050,2024-02-06
377,Silla de peluquería,Gris,Metal,No acolchonada,7,210,1470,2024-05-10
378,Silla giratoria,Negro,Melamina,Con brazos,6,990,5940,2024-04-04
379,Vitrina de puertas corredizas,Gris,Melamina,Sin iluminación,3,1900,5700,2024-04-29
380,Estante Archivador,Blanco,Melamina,De pie,7,1250,8750,2024-03-15
381,Camilla de examen con espaldar movible,Azul,Melamina,Con espaldar movible,3,1450,4350,2024-03-05
382,Gabetero de 3 cajas,Gris,Metal,Sin cerradura,4,1250,5000,2024-04-15
383,Gabetero de 3 cajas,Gris,Metal,De hogar,7,1250,8750,2024-05-11
384,Casillero de 15 puertas,Rojo,Melamina,Sin espejo,9,2290,20610,2024-05-24
385,Gabetero con chapa independiente,Blanco,Metal,Sin cerradura,10,1750,17500,2024-02-07
386,Silla giratoria,Blanco,Metal,Sin brazos,9,990,8910,2024-04-22
387,Estante para farmacia de dos cuerpos,Azul,Melamina,De pie,7,3550,24850,2024-04-17
388,Vitrina para farmacia,Gris,Melamina,De vidrio,2,1100,2200,2024-04-29
389,Silla estática,Azul,Metal,Con brazos,10,140,1400,2024-03-13
390,Estante de puertas corredizas,Azul,Metal,De pared,7,1750,12250,2024-04-29
391,Silla estática,Negro,Metal,Con brazos,1,140,140,2024-01-25
392,Camilla de ginecología,Blanco,Metal,Fija,2,1850,3700,2024-02-07
393,Casillero de 12 puertas,Negro,Melamina,Sin espejo,8,2200,17600,2024-05-30
394,Casillero de cuatro puertas,Azul,Metal,Sin espejo,7,1550,10850,2024-02-09
395,Gabetero de 4 cajas,Rojo,Metal,De oficina,10,1380,13800,2024-04-29
396,Casillero de 9 puertas,Negro,Melamina,Sin chapa,8,1850,14800,2024-03-09
397,Vitrina para farmacia,Gris,Melamina,De madera,2,1100,2200,2024-01-22
398,Camilla de ginecología,Rojo,Metal,Fija,1,1850,1850,2024-02-01
399,Casillero de 9 puertas,Gris,Metal,Sin chapa,1,1850,1850,2024-02-29
400,Estante de puertas corredizas,Azul,Melamina,De pared,10,1750,17500,2024-02-20
401,Casillero de dos puertas,Gris,Metal,Con chapa,10,1850,18500,2024-03-20
402,Gabetero con chapa independiente,Blanco,Metal,Con cerradura,9,1750,15750,2024-02-11
403,Gabetero de 4 cajas,Rojo,Metal,Sin cerradura,6,1380,8280,2024-02-13
404,Silla giratoria,Gris,Metal,No acolchonada,6,990,5940,2024-02-29
405,Casillero de 9 puertas,Negro,Metal,Sin espejo,8,1850,14800,2024-04-24
406,Góndolas para supermercados,Negro,Metal,Sin agregado,1,1580,1580,2024-01-21
407,Casillero de 15 puertas,Rojo,Metal,Sin chapa,9,2290,20610,2024-01-25
408,Mesa de curación,Blanco,Metal,Con cajones,3,850,2550,2024-04-04
409,Silla de peluquería,Azul,Metal,Acolchonada,9,210,1890,2024-05-16
410,Silla estática con brazo,Negro,Melamina,Con brazos,9,320,2880,2024-03-02
411,Casillero de 2 puertas,Azul,Metal,Con chapa,7,980,6860,2024-03-14
412,Casillero de 20 puertas,Azul,Metal,Con chapa,9,2800,25200,2024-05-14
413,Estante Archivador,Blanco,Metal,Con puertas,7,1250,8750,2024-03-09
414,Silla de peluquería,Negro,Metal,Sin brazos,6,210,1260,2024-02-07
415,Estante para farmacia,Gris,Metal,De pie,7,3500,24500,2024-01-25
416,Silla estática con brazo,Azul,Melamina,Sin brazos,1,320,320,2024-02-11
417,Casillero de 9 puertas,Rojo,Melamina,Con chapa,8,1850,14800,2024-02-23
418,Gabetero de 3 cajas,Azul,Melamina,De oficina,9,1250,11250,2024-01-21
419,Gabetero de 4 cajas,Gris,Metal,Sin cerradura,9,1380,12420,2024-05-17
420,Casillero de 20 puertas,Gris,Melamina,Sin espejo,6,2800,16800,2024-01-28
421,Silla estática con brazo,Blanco,Metal,Sin brazos,9,320,2880,2024-04-27
422,Casillero de 1 cuerpo y 1 puerta,Gris,Metal,Sin chapa,4,900,3600,2024-01-18
423,Gabetero de 4 cajas,Blanco,Melamina,Con cerradura,9,1380,12420,2024-04-17
424,Silla de peluquería,Blanco,Metal,No acolchonada,9,210,1890,2024-02-26
425,Silla de peluquería,Azul,Metal,Sin brazos,8,210,1680,2024-02-14
426,Estanteria tipo vitrin,Negro,Metal,De pared,5,650,3250,2024-03-07
427,Casillero de 15 puertas,Rojo,Melamina,Sin chapa,6,2290,13740,2024-04-02
428,Mesa de instrumentación,Gris,Metal,Con cajones,2,650,1300,2024-01-11
429,Silla mesedora,Rojo,Metal,Con brazos,1,500,500,2024-01-25
430,Silla de espera,Azul,Metal,No acolchonada,6,950,5700,2024-03-12
431,Casillero de 12 puertas,Negro,Melamina,Sin espejo,9,2200,19800,2024-03-01
432,Gabetero de 2 cajas con chapa adicional,Azul,Metal,De oficina,8,980,7840,2024-03-30
433,Estante de puertas corredizas,Blanco,Metal,Con puertas,10,1750,17500,2024-03-18
434,Casillero de 12 puertas,Gris,Metal,Sin espejo,8,2200,17600,2024-03-25
435,Casillero de cuatro puertas,Rojo,Metal,Sin chapa,7,1550,10850,2024-04-11
436,Gabetero con chapa independiente,Negro,Melamina,Sin cerradura,3,1750,5250,2024-04-02
437,Alacena con pedestal,Rojo,Melamina,Sin agregado,2,1600,3200,2024-02-02
438,Archivador de Chapas Individuales,Azul,Melamina,Sin agregado,2,1400,2800,2024-05-28
439,Gabetero de 3 cajas,Negro,Melamina,De oficina,6,1250,7500,2024-05-13
440,Camilla de examen con espaldar movible,Azul,Metal,Sin barillas,3,1450,4350,2024-05-09
441,Casillero de 9 puertas,Blanco,Melamina,Con chapa,8,1850,14800,2024-01-31
442,Casillero de 2 puertas,Rojo,Metal,Sin espejo,10,980,9800,2024-02-01
443,Gabetero con chapa independiente,Azul,Metal,De hogar,1,1750,1750,2024-01-29
444,Gabetero con chapa independiente,Negro,Melamina,De oficina,6,1750,10500,2024-01-18
445,Estanteria tipo vitrin,Gris,Melamina,De pie,9,650,5850,2024-02-29
446,Casillero de 12 puertas,Blanco,Metal,Sin espejo,9,2200,19800,2024-02-04
447,Estante de puertas corredizas,Rojo,Melamina,De pared,10,1750,17500,2024-04-29
448,Silla de peluquería,Blanco,Metal,Sin brazos,5,210,1050,2024-05-19
449,Estante para farmacia,Gris,Melamina,Sin puertas,9,3500,31500,2024-03-10
450,Silla de peluquería,Azul,Metal,Acolchonada,8,210,1680,2024-01-23
451,Silla giratoria,Negro,Metal,Acolchonada,6,990,5940,2024-01-21
452,Silla mesedora,Gris,Metal,Acolchonada,3,500,1500,2024-04-14
453,Biombo,Gris,Metal,Sin agregado,1,450,450,2024-01-18
454,Casillero de 15 puertas,Blanco,Melamina,Con chapa,7,2290,16030,2024-05-03
455,Casillero de 6 puertas,Azul,Melamina,Sin chapa,9,1750,15750,2024-02-17
456,Silla estática,Rojo,Metal,Sin brazos,9,140,1260,2024-05-26
457,Silla estática,Azul,Melamina,No acolchonada,10,140,1400,2024-02-13
458,Silla estática,Negro,Melamina,Acolchonada,10,140,1400,2024-02-06
459,Casillero de 20 puertas,Rojo,Melamina,Con espejo,10,2800,28000,2024-01-10
460,Estante para farmacia,Negro,Melamina,Con puertas,10,3500,35000,2024-02-26
461,Silla mesedora,Gris,Melamina,No acolchonada,6,500,3000,2024-05-15
462,Estante de puertas corredizas,Negro,Metal,Con puertas,8,1750,14000,2024-05-01
463,Silla estática,Azul,Melamina,Sin brazos,9,140,1260,2024-03-07
464,Casillero de 12 puertas,Blanco,Melamina,Sin espejo,8,2200,17600,2024-03-25
465,Estante mostrador,Azul,Melamina,Sin puertas,10,520,5200,2024-05-11
466,Silla estática con brazo,Rojo,Metal,No acolchonada,9,320,2880,2024-01-11
467,Casillero de 2 puertas,Blanco,Metal,Sin chapa,9,980,8820,2024-02-12
468,Casillero de 1 cuerpo y 4 puertas,Blanco,Metal,Sin espejo,9,980,8820,2024-03-09
469,Casillero de cuatro puertas,Blanco,Melamina,Con chapa,8,1550,12400,2024-05-30
470,Casillero de 12 puertas,Negro,Metal,Con chapa,10,2200,22000,2024-02-04
471,Estante Archivador,Negro,Metal,Con puertas,7,1250,8750,2024-01-14
472,Estante para farmacia de dos cuerpos,Blanco,Melamina,Con puertas,9,3550,31950,2024-02-16
473,Estanteria tipo vitrin,Gris,Metal,De pie,8,650,5200,2024-01-25
474,Gabetero de 2 cajas sin chapa,Rojo,Metal,De oficina,6,830,4980,2024-04-25
475,Gabetero de 2 cajas sin chapa,Rojo,Melamina,De oficina,8,830,6640,2024-03-29
476,Gabetero de 2 cajas con chapa adicional,Azul,Melamina,De hogar,4,980,3920,2024-03-02
477,Casillero de cuatro puertas,Azul,Melamina,Con chapa,10,1550,15500,2024-02-02
478,Gabetero de 3 cajas,Negro,Metal,De oficina,10,1250,12500,2024-03-12
479,Catre de internación,Gris,Metal,Sin agregado,2,2650,5300,2024-05-13
480,Estanteria tipo vitrin,Azul,Metal,De pie,1,650,650,2024-01-10
481,Casillero de cuatro puertas,Negro,Metal,Con espejo,8,1550,12400,2024-04-16
482,Gabetero de 2 cajas sin chapa,Gris,Melamina,Sin cerradura,7,830,5810,2024-01-10
483,Casillero de dos puertas,Negro,Melamina,Sin espejo,9,1850,16650,2024-01-10
484,Camilla de examen,Negro,Metal,Sin barillas,1,1250,1250,2024-01-18
485,Gabetero de 2 cajas sin chapa,Azul,Melamina,De oficina,8,830,6640,2024-04-23
486,Gabetero de 5 cajas,Azul,Metal,De hogar,7,1600,11200,2024-03-15
487,Camilla tipo escritorio,Negro,Melamina,Fija,3,2750,8250,2024-04-12
488,Armario de dos cuerpos,Azul,Metal,Con espejo,1,1850,1850,2024-03-21
489,Cocina industrial de dos quemadores,Azul,Melamina,Sin agregado,1,1250,1250,2024-03-05
490,Gabetero de 4 cajas,Negro,Metal,De hogar,7,1380,9660,2024-02-17
491,Estante para farmacia,Rojo,Melamina,De pared,9,3500,31500,2024-05-06
492,Estante para farmacia de dos cuerpos,Blanco,Melamina,De pared,6,3550,21300,2024-05-14
493,Silla de peluquería,Rojo,Metal,Acolchonada,7,210,1470,2024-01-15
494,Estante para farmacia,Blanco,Melamina,Sin puertas,6,3500,21000,2024-02-25
495,Silla estática,Blanco,Metal,Acolchonada,1,140,140,2024-05-20
496,Casillero de 12 puertas,Negro,Metal,Sin chapa,8,2200,17600,2024-03-28
497,Estante para farmacia,Azul,Metal,De pie,7,3500,24500,2024-05-12
498,Casillero de 9 puertas,Azul,Melamina,Con chapa,9,1850,16650,2024-04-18
499,Silla estática con brazo,Rojo,Melamina,No acolchonada,10,320,3200,2024-03-07
500,Estante de puertas corredizas,Gris,Melamina,Sin puertas,5,1750,8750,2024-05-30
501,Casillero de 1 cuerpo y 4 puertas,Blanco,Melamina,Con chapa,9,980,8820,2024-02-13
502,Casillero de cuatro puertas,Azul,Melamina,Con chapa,6,1550,9300,2024-02-11
503,Silla giratoria,Gris,Melamina,Con brazos,9,990,8910,2024-02-01
504,Estante de puertas corredizas,Negro,Melamina,Sin puertas,9,1750,15750,2024-05-12
505,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,Sin cerradura,7,980,6860,2024-01-29
506,Silla estática con brazo,Blanco,Melamina,Acolchonada,7,320,2240,2024-05-24
507,Credenza,Negro,Melamina,Sin agregado,3,2100,6300,2024-02-19
508,Silla estática con brazo,Negro,Metal,Con brazos,10,320,3200,2024-05-26
509,Casillero de 1 cuerpo y 4 puertas,Rojo,Metal,Sin chapa,8,980,7840,2024-02-10
510,Escritorio secretarial de cuatro cajas con chapa clave,Rojo,Metal,Fijo,2,1480,2960,2024-05-01
511,Vitrina para farmacia,Azul,Melamina,De vidrio,1,1100,1100,2024-02-29
512,Estante para farmacia de dos cuerpos,Rojo,Melamina,Con puertas,6,3550,21300,2024-04-23
513,Casillero de 1 cuerpo y tres puertas,Rojo,Metal,Con espejo,8,950,7600,2024-04-07
514,Casillero de 12 puertas,Blanco,Metal,Sin chapa,6,2200,13200,2024-02-26
515,Silla estática con brazo,Rojo,Metal,Sin brazos,9,320,2880,2024-01-30
516,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,De hogar,8,980,7840,2024-02-18
517,Alacena con pedestal,Azul,Melamina,Sin agregado,3,1600,4800,2024-02-23
518,Gabetero de 4 cajas,Blanco,Melamina,De hogar,7,1380,9660,2024-02-10
519,Gabetero de 2 cajas sin chapa,Blanco,Melamina,Sin cerradura,10,830,8300,2024-02-17
520,Estante de puertas corredizas,Gris,Melamina,Sin puertas,10,1750,17500,2024-01-11
521,Estanteria tipo vitrin,Azul,Metal,De pie,8,650,5200,2024-01-16
522,Gabetero de 2 cajas con chapa adicional,Azul,Melamina,Sin cerradura,10,980,9800,2024-04-22
523,Estante para archivos con bandejas,Azul,Melamina,De pie,6,2350,14100,2024-03-25
524,Gabetero de 3 cajas,Blanco,Melamina,De hogar,8,1250,10000,2024-03-21
525,Casillero de 2 puertas,Blanco,Melamina,Con chapa,2,980,1960,2024-03-02
526,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,Sin cerradura,8,980,7840,2024-02-24
527,Gabetero de 2 cajas con chapa adicional,Gris,Metal,De hogar,8,980,7840,2024-02-02
528,Casillero de 20 puertas,Negro,Metal,Sin espejo,8,2800,22400,2024-05-11
529,Gabetero de 2 cajas con chapa adicional,Azul,Metal,Con cerradura,9,980,8820,2024-02-27
530,Estante para farmacia,Azul,Melamina,De pared,8,3500,28000,2024-03-17
531,Gabetero de 5 cajas,Blanco,Metal,De hogar,2,1600,3200,2024-02-04
532,Lámpara de cuello ganzo,Rojo,Melamina,Sin agregado,1,550,550,2024-03-03
533,Estante Archivador,Gris,Melamina,Sin puertas,6,1250,7500,2024-01-21
534,Biombo,Blanco,Metal,Sin agregado,2,450,900,2024-02-25
535,Casillero de 2 puertas,Rojo,Melamina,Con espejo,10,980,9800,2024-05-24
536,Gabetero de 4 cajas,Gris,Melamina,Sin cerradura,6,1380,8280,2024-04-18
537,Estante para farmacia,Gris,Melamina,De pie,1,3500,3500,2024-01-14
538,Silla de peluquería,Blanco,Melamina,No acolchonada,4,210,840,2024-02-15
539,Camillas para masajes,Rojo,Metal,Sin barillas,3,1250,3750,2024-03-07
540,Silla estática con brazo,Rojo,Metal,No acolchonada,8,320,2560,2024-02-16
541,Cocina industrial de dos quemadores,Rojo,Metal,Sin agregado,2,1250,2500,2024-05-19
542,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,De hogar,10,980,9800,2024-03-12
543,Silla estática con brazo,Negro,Metal,Sin brazos,9,320,2880,2024-02-15
544,Casillero de 6 puertas,Rojo,Melamina,Sin chapa,8,1750,14000,2024-01-26
545,Pedestal porta sueros,Blanco,Melamina,Sin agregado,3,410,1230,2024-03-23
546,Silla de peluquería,Rojo,Melamina,No acolchonada,7,210,1470,2024-03-20
547,Silla estática con brazo,Rojo,Melamina,Acolchonada,10,320,3200,2024-01-15
548,Casillero de 6 puertas,Azul,Metal,Sin chapa,9,1750,15750,2024-04-21
549,Vitrina para farmacia,Negro,Metal,De vidrio,2,1100,2200,2024-04-16
550,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,Sin cerradura,3,980,2940,2024-05-28
551,Alacena con pedestal,Gris,Melamina,Sin agregado,1,1600,1600,2024-03-31
552,Estante de puertas corredizas,Rojo,Metal,Sin puertas,7,1750,12250,2024-03-03
553,Estante mostrador,Gris,Melamina,Sin puertas,7,520,3640,2024-01-14
554,Gabetero de 5 cajas,Gris,Melamina,De hogar,9,1600,14400,2024-05-25
555,Casillero de 1 cuerpo y 4 puertas,Azul,Melamina,Sin chapa,9,980,8820,2024-01-10
556,Gabetero de 5 cajas,Azul,Melamina,De oficina,9,1600,14400,2024-01-13
557,Casillero de 9 puertas,Gris,Metal,Con chapa,8,1850,14800,2024-01-11
558,Casillero de 9 puertas,Blanco,Metal,Sin espejo,2,1850,3700,2024-01-13
559,Archivador de Chapas Individuales,Gris,Melamina,Sin agregado,3,1400,4200,2024-01-31
560,Vitrina para farmacia,Blanco,Melamina,Con iluminación,2,1100,2200,2024-04-11
561,Gabetero de 5 cajas,Gris,Melamina,Con cerradura,2,1600,3200,2024-05-26
562,Estante para farmacia de dos cuerpos,Blanco,Metal,Con puertas,7,3550,24850,2024-02-03
563,Gradilla de 2 peldaños,Gris,Melamina,Sin agregado,1,450,450,2024-04-10
564,Estante mostrador,Gris,Melamina,Sin puertas,9,520,4680,2024-01-13
565,Gabetero con chapa independiente,Negro,Metal,De hogar,10,1750,17500,2024-05-21
566,Vitrina doble chapa,Gris,Metal,Con iluminación,3,1350,4050,2024-02-05
567,Silla de peluquería,Gris,Melamina,Con brazos,7,210,1470,2024-03-21
568,Casillero de 20 puertas,Blanco,Melamina,Con chapa,7,2800,19600,2024-01-28
569,Silla de peluquería,Negro,Metal,Acolchonada,9,210,1890,2024-04-02
570,Estante para farmacia,Gris,Melamina,Sin puertas,4,3500,14000,2024-03-07
571,Archivador de Chapas Individuales,Azul,Metal,Sin agregado,2,1400,2800,2024-05-26
572,Gabetero de 4 cajas,Gris,Melamina,De oficina,6,1380,8280,2024-03-03
573,Gabetero con chapa independiente,Rojo,Melamina,De oficina,6,1750,10500,2024-04-14
574,Silla de peluquería,Blanco,Melamina,Con brazos,9,210,1890,2024-04-21
575,Casillero de 20 puertas,Blanco,Metal,Sin chapa,8,2800,22400,2024-05-11
576,Estanteria tipo vitrin,Negro,Metal,De pared,5,650,3250,2024-04-02
577,Silla estática con brazo,Blanco,Melamina,Acolchonada,10,320,3200,2024-02-29
578,Biombo,Blanco,Metal,Sin agregado,3,450,1350,2024-05-17
579,Casillero de 2 puertas,Negro,Metal,Sin espejo,6,980,5880,2024-04-08
580,Estante para archivos con bandejas,Gris,Melamina,Con puertas,5,2350,11750,2024-05-07
581,Estante para farmacia de dos cuerpos,Gris,Metal,De pie,8,3550,28400,2024-05-30
582,Gabetero de 3 cajas,Gris,Metal,Sin cerradura,5,1250,6250,2024-04-07
583,Gabetero de 3 cajas,Gris,Melamina,De hogar,10,1250,12500,2024-04-22
584,Casillero de cuatro puertas,Negro,Melamina,Sin espejo,6,1550,9300,2024-05-09
585,Mesa de instrumentación,Gris,Melamina,Con cajones,3,650,1950,2024-04-18
586,Estante mostrador,Negro,Melamina,Con puertas,10,520,5200,2024-01-30
587,Estante Archivador,Blanco,Melamina,Con puertas,7,1250,8750,2024-03-07
588,Gabetero de 3 cajas,Negro,Melamina,De oficina,9,1250,11250,2024-03-27
589,Casillero de dos puertas,Blanco,Melamina,Sin chapa,8,1850,14800,2024-05-11
590,Estante de puertas corredizas,Rojo,Melamina,Sin puertas,7,1750,12250,2024-04-07
591,Estante para archivos con bandejas,Rojo,Melamina,De pared,7,2350,16450,2024-05-16
592,Estanteria tipo vitrin,Gris,Metal,De pared,8,650,5200,2024-05-26
593,Casillero de dos puertas,Negro,Melamina,Con espejo,7,1850,12950,2024-02-11
